Label,Value,Year
Reported,2,1985
Cleared,0,1985
Reported,2,1986
Cleared,2,1986
Reported,2,1987
Cleared,3,1987
Reported,1,1988
Cleared,1,1988
Reported,3,1989
Cleared,3,1989
Reported,3,1990
Cleared,2,1990
Reported,2,1991
Cleared,1,1991
Reported,0,1992
Cleared,0,1992
Reported,1,1993
Cleared,0,1993
Reported,1,1994
Cleared,0,1994
Reported,1,1995
Cleared,1,1995
Reported,0,1996
Cleared,0,1996
Reported,3,1997
Cleared,2,1997
Reported,0,1998
Cleared,0,1998
Reported,1,1999
Cleared,0,1999
Reported,2,2000
Cleared,2,2000
